Run,Random Seed,MW_implemented_wind,MW_implemented_solar,MW_implemented_urban
7,49,20.0,90.0,69.0
7,50,45.0,221.0,78.0
7,51,45.0,133.0,93.0
7,52,35.0,105.0,75.0
7,53,49.0,104.0,66.0
7,54,15.0,62.0,81.0
7,55,5.0,105.0,55.5
7,56,30.0,163.0,85.5
7,57,44.0,180.0,60.0
7,58,30.0,150.0,72.0
7,59,24.0,176.0,105.0
7,60,25.0,177.0,63.0
7,61,20.0,90.0,76.5
7,62,50.0,30.0,69.0
7,63,45.0,75.0,84.0
7,64,20.0,150.0,82.5
7,65,20.0,89.0,64.5
7,66,10.0,102.0,45.0
7,67,20.0,90.0,72.0
7,68,25.0,60.0,79.5
7,69,15.0,75.0,67.5
7,70,20.0,119.0,64.5
7,71,10.0,45.0,66.0
7,72,25.0,210.0,84.0
7,73,15.0,60.0,55.5
7,74,15.0,75.0,82.5
7,75,30.0,147.0,55.5
7,76,50.0,147.0,67.5
7,77,29.0,89.0,64.5
7,78,15.0,253.0,64.5
7,79,30.0,45.0,63.0
7,80,15.0,45.0,64.5
7,81,20.0,179.0,79.5
7,82,54.0,133.0,58.5
7,83,24.0,147.0,72.0
7,84,20.0,60.0,55.5
7,85,64.0,237.0,75.0
7,86,10.0,177.0,70.5
7,87,10.0,15.0,64.5
7,88,25.0,90.0,84.0
7,89,30.0,132.0,75.0
7,90,25.0,182.0,61.5
7,91,35.0,30.0,66.0
7,92,10.0,120.0,82.5
7,93,30.0,165.0,78.0
7,94,40.0,59.0,94.5
7,95,10.0,90.0,69.0
7,96,40.0,74.0,75.0
7,97,30.0,179.0,63.0
7,98,30.0,89.0,58.5
7,99,5.0,30.0,58.5
8,0,105.0,239.0,267.0
8,1,80.0,282.0,267.0
8,2,70.0,433.0,288.0
8,3,145.0,504.0,252.0
8,4,120.0,299.0,274.5
8,5,100.0,404.0,291.0
8,6,75.0,477.0,261.0
8,7,55.0,344.0,258.0
8,8,85.0,402.0,277.5
8,9,100.0,370.0,306.0
8,10,80.0,342.0,258.0
8,11,95.0,269.0,291.0
8,12,80.0,460.0,264.0
8,13,95.0,418.0,267.0
8,14,104.0,491.0,283.5
8,15,85.0,430.0,226.5
8,16,95.0,329.0,262.5
8,17,115.0,284.0,292.5
8,18,140.0,462.0,253.5
8,19,95.0,285.0,229.5
8,20,109.0,300.0,247.5
8,21,135.0,269.0,261.0
8,22,80.0,193.0,307.5
8,23,130.0,315.0,270.0
8,24,70.0,401.0,282.0
8,25,105.0,373.0,265.5
8,26,95.0,328.0,255.0
8,27,95.0,313.0,246.0
8,28,100.0,268.0,292.5
8,29,90.0,357.0,312.0
8,30,155.0,388.0,262.5
8,31,65.0,315.0,271.5
8,32,80.0,388.0,298.5
8,33,115.0,521.0,297.0
8,34,90.0,327.0,262.5
8,35,100.0,299.0,256.5
8,36,115.0,269.0,279.0
8,37,75.0,253.0,253.5
8,38,138.0,403.0,294.0
8,39,85.0,329.0,283.5
8,40,80.0,434.0,280.5
8,41,100.0,330.0,264.0
8,42,75.0,315.0,301.5
8,43,105.0,284.0,277.5
8,44,105.0,314.0,241.5
8,45,90.0,356.0,276.0
8,46,55.0,312.0,306.0
8,47,104.0,239.0,241.5
8,48,70.0,418.0,277.5
8,49,80.0,254.0,262.5
8,50,70.0,389.0,285.0
8,51,80.0,431.0,264.0
8,52,85.0,285.0,316.5
8,53,115.0,373.0,255.0
8,54,124.0,388.0,264.0
